No. ,Orgin date,Longitude(E),Latitude(N),Magnitude,Depth,Location
Small area,2024-05-04 11:22:59,121.749,23.99,4.3,16.9,23.99N 121.75E, i.e. 13.1 km E of Hualien County(23.99N 121.75E, i.e. 13.1 km E of Hualien County)
371   ,2024-05-04 10:31:58,121.649,24.2398,4,15.5,24.24N 121.65E, i.e. 27.7 km N of Hualien County(24.24N 121.65E, i.e. 27.7 km N of Hualien County)
370   ,2024-05-04 07:40:40,121.592,23.7608,4,7.4,23.76N 121.59E, i.e. 25.7 km S of Hualien County(23.76N 121.59E, i.e. 25.7 km S of Hualien County)
Small area,2024-05-04 05:35:27,121.522,23.6807,3.5,5,23.68N 121.52E, i.e. 35.8 km SSW of Hualien County(23.68N 121.52E, i.e. 35.8 km SSW of Hualien County)
369   ,2024-05-04 03:21:15,121.604,23.7345,4.4,7.6,23.73N 121.60E, i.e. 28.5 km S of Hualien County(23.73N 121.60E, i.e. 28.5 km S of Hualien County)
Small area,2024-05-04 02:10:11,121.646,24.2002,3.6,31.7,24.20N 121.65E, i.e. 23.3 km N of Hualien County(24.20N 121.65E, i.e. 23.3 km N of Hualien County)
368   ,2024-05-03 17:35:13,121.609,23.8947,4,8.8,23.89N 121.61E, i.e. 10.7 km S of Hualien County(23.89N 121.61E, i.e. 10.7 km S of Hualien County)
367   ,2024-05-03 15:26:08,121.579,23.8053,4,9.9,23.81N 121.58E, i.e. 21.0 km SSW of Hualien County(23.81N 121.58E, i.e. 21.0 km SSW of Hualien County)
Small area,2024-05-02 15:51:01,121.598,23.9008,4,26.8,23.90N 121.60E, i.e. 10.2 km SSW of Hualien County(23.90N 121.60E, i.e. 10.2 km SSW of Hualien County)
366   ,2024-05-02 10:07:28,121.443,22.4645,5.1,11.7,22.46N 121.44E, i.e. 44.0 km SE of Taitung County(22.46N 121.44E, i.e. 44.0 km SE of Taitung County)
Small area,2024-05-02 09:41:14,121.724,24.2112,3.6,15.9,24.21N 121.72E, i.e. 26.6 km NNE of Hualien County(24.21N 121.72E, i.e. 26.6 km NNE of Hualien County)
Small area,2024-05-01 23:05:52,121.566,23.8368,3.7,6.5,23.84N 121.57E, i.e. 17.9 km SSW of Hualien County(23.84N 121.57E, i.e. 17.9 km SSW of Hualien County)
Small area,2024-05-01 20:13:40,121.567,23.8913,3.7,8.3,23.89N 121.57E, i.e. 12.3 km SSW of Hualien County(23.89N 121.57E, i.e. 12.3 km SSW of Hualien County)
Small area,2024-05-01 17:07:44,121.566,23.9345,3,9.3,23.93N 121.57E, i.e. 8.4 km SW of Hualien County(23.93N 121.57E, i.e. 8.4 km SW of Hualien County)
Small area,2024-05-01 09:37:53,121.931,24.45,3,14.2,24.45N 121.93E, i.e. 35.5 km SSE of Yilan County(24.45N 121.93E, i.e. 35.5 km SSE of Yilan County)
Small area,2024-05-01 07:21:12,121.629,23.7742,3.6,6.7,23.77N 121.63E, i.e. 24.0 km S of Hualien County(23.77N 121.63E, i.e. 24.0 km S of Hualien County)
365   ,2024-05-01 07:12:43,121.706,24.2083,4.2,17.5,24.21N 121.71E, i.e. 25.6 km NNE of Hualien County(24.21N 121.71E, i.e. 25.6 km NNE of Hualien County)
Small area,2024-05-01 01:56:13,121.568,23.7715,3.2,7.1,23.77N 121.57E, i.e. 24.9 km SSW of Hualien County(23.77N 121.57E, i.e. 24.9 km SSW of Hualien County)
